category,variable,variable_label,test,test_statistic,p_value,significance,mean_cluster0,std_cluster0,z_score_cluster0,mean_cluster1,std_cluster1,z_score_cluster1
other,p_participated_2023_50 - 99,p_participated_2023_50 - 99,t-test,0.4101942631370281,,,0.24892703862660945,0.43285613969994996,0.3434807543668507,0.05007587253414264,0.2182672026260671,-0.24288623905152112
other,p_participated_2023_100 - 499,p_participated_2023_100 - 499,t-test,0.28855655511971584,,,0.4055793991416309,0.49153149640871313,0.23778780023379298,0.22003034901365706,0.41458148852510235,-0.16814736708489755
other,p_participated_2023_500 - 999,p_participated_2023_500 - 999,t-test,-0.40378963056273504,,,0.10515021459227468,0.307076535887109,-0.312239841564068,0.3323216995447648,0.471403433657389,0.2207947893305853
other,p_participated_2023_1000 - 9999,p_participated_2023_1000 - 9999,t-test,-0.3924567123219557,,,0.09871244635193133,0.298596096697587,-0.3037809630650162,0.3156297420333839,0.4651192180686611,0.21481324550576256
other,p_participated_2023_10000 - 49999,p_participated_2023_10000 - 49999,t-test,-0.11535455811259046,,,0.017167381974248927,0.13003441185743755,-0.09190366434045953,0.04552352048558422,0.20860768135306582,0.0649880236459092
other,p_participated_2023_50000 - 99999,p_participated_2023_50000 - 99999,t-test,-0.08277088197394929,,,0.006437768240343348,0.08006296843471664,-0.06571459082293667,0.019726858877086494,0.13916572326842383,0.04646889123442864
other,p_mandavolunt_Mandatory,p_mandavolunt_Mandatory,t-test,-0.178680655944277,,,0.3197424892703863,0.46687791477971946,-0.1461824052127357,0.44157814871016693,0.49695235123723375,0.10337025922478729
other,p_mandavolunt_Voluntary,p_mandavolunt_Voluntary,t-test,0.17868065594427693,,,0.6802575107296137,0.46687791477971946,0.14618240521273557,0.5584218512898331,0.49695235123723375,-0.10337025922478728
other,p_year_start_2019,p_year_start_2019,t-test,0.0766599648743628,,,0.19098712446351931,0.3935013653915916,0.06396943425795266,0.15022761760242792,0.35756578636180275,-0.04523483515054006
other,p_year_start_2020,p_year_start_2020,t-test,-0.01413726101960847,,,0.21030042918454936,0.40795993356905136,-0.011702483168499473,0.21851289833080426,0.41355112487828094,0.008275200541002673
other,p_year_start_2021,p_year_start_2021,t-test,0.06102508353061376,,,0.2918454935622318,0.45510016119705327,0.05072468572847936,0.2534142640364188,0.4352964575275633,-0.03586904939221749
other,p_year_start_2022,p_year_start_2022,t-test,-0.07821275514553021,,,0.2553648068669528,0.4365347120239015,-0.06442812269369484,0.30500758725341426,0.46076036496655065,0.04555918842983579
other,p_year_start_2023,p_year_start_2023,t-test,-0.06248453122170251,,,0.05150214592274678,0.22125715344904529,-0.05104044270682301,0.07283763277693475,0.26006719270496115,0.036092331261577425
other,p_year_end_2019,p_year_end_2019,t-test,-0.0123562104484633,,,0.002145922746781116,0.04632410546120794,-0.010093146312387074,0.0030349013657056147,0.05504806130645909,0.007137186921961122
other,p_year_end_2020,p_year_end_2020,t-test,-0.025445846945194417,,,0.015021459227467811,0.12176877246286666,-0.020849358065755115,0.019726858877086494,0.13916572326842383,0.01474324864740801
other,p_year_end_2021,p_year_end_2021,t-test,-0.19160372402379283,,,0.032188841201716736,0.17669101505154308,-0.1513750982718194,0.09863429438543247,0.2983968585710755,0.10704217874759916
other,p_year_end_2022,p_year_end_2022,t-test,-0.1317259718154401,,,0.1223175965665236,0.32800438298837936,-0.10710924346068851,0.18968133535660092,0.3923466790169124,0.0757403754972396
other,p_year_end_2023,p_year_end_2023,t-test,-0.4803865884509992,,,0.08583690987124463,0.28042411660263117,-0.3640494642358494,0.3520485584218513,0.4779718017113576,0.2574310323731499
other,p_year_end_Ongoing,p_year_end_Ongoing,t-test,0.6293795005946828,,,0.7424892703862661,0.43773294860363204,0.4750122230012405,0.33687405159332323,0.4730004474866989,-0.33589635192500483
other,p_otjactivities_Yes,p_otjactivities_Yes,t-test,-0.02588898173096419,,,0.907725321888412,0.2897243363204889,-0.021553044487384605,0.9180576631259484,0.2744851876704056,0.015240847846921288
other,p_otjactivities_No,p_otjactivities_No,t-test,0.02588898173096429,,,0.09227467811158799,0.28972433632048894,0.021553044487384605,0.0819423368740516,0.2744851876704056,-0.015240847846921436
other,p_cost_less $500,p_cost_less $500,t-test,0.2999289252351801,,,0.2553648068669528,0.43653471202390154,0.2510611082448902,0.09711684370257967,0.29634173262808183,-0.17753334816709984
other,p_cost_$501 - $1_000,p_cost_$501 - $1_000,t-test,0.11647292455365285,,,0.3540772532188841,0.47874669087013616,0.09675943286651069,0.27769347496206376,0.44820156343091716,-0.06842169304369347
other,p_cost_$1_001 - $5_000,p_cost_$1_001 - $5_000,t-test,-0.2626930855466622,,,0.30257510729613735,0.45986653012538137,-0.21268147070349852,0.48103186646433993,0.5000196019422141,0.15039387761431014
other,p_cost_$5_001 - $10_000,p_cost_$5_001 - $10_000,t-test,-0.12876522989026548,,,0.07296137339055794,0.2603525868366173,-0.10415228497793218,0.1274658573596358,0.33374741550811204,0.0736494154775666
other,p_cost_greater $10_000,p_cost_greater $10_000,t-test,-0.009447360053463553,,,0.015021459227467811,0.12176877246286667,-0.0077952182640119725,0.01669195751138088,0.12821185727363296,0.0055122484234136114
other,p_application_Anyone could apply regardless of their function/department ,p_application_Anyone could apply regardless of their function/department ,t-test,0.09032195157915787,,,0.2832618025751073,0.4510666976408419,0.07517507526369861,0.2276176024279211,0.4196129343145787,-0.053158702690263286
other,p_application_Anyone could apply if belonging to specific function/department/hier level,p_application_Anyone could apply if belonging to specific function/department/hier level,t-test,-0.007178740466753363,,,0.315450643776824,0.465194502886388,-0.005947677293188895,0.3201820940819423,0.46690075966412764,0.004205793047990807
other,p_application_Only people nominated by managers,p_application_Only people nominated by managers,t-test,0.23761819179682578,,,0.07939914163090128,0.270651272509644,0.2077285879856464,0.010622154779969651,0.10259286634920095,-0.14689153566208077
other,p_selection_Yes,p_selection_Yes,t-test,0.07681191208491386,,,0.5064377682403434,0.5004958545482218,0.06359563687736458,0.45220030349013657,0.49808800012263815,-0.044970511054403514
other,p_selection_No,p_selection_No,t-test,0.13827315976898757,,,0.17381974248927037,0.3793616620893041,0.11610728090506635,0.1062215477996965,0.3083550130350763,-0.08210317587520626
other,p_difloc_Yes,p_difloc_Yes,t-test,-0.24447171361945128,,,0.5772532188841202,0.4945267839494438,-0.20172039057492172,0.7389984825493171,0.43951434063155903,0.14264294690123425
other,p_difloc_No,p_difloc_No,t-test,0.24447171361945136,,,0.4227467811158798,0.4945267839494438,0.2017203905749216,0.26100151745068284,0.43951434063155914,-0.14264294690123447
other,p_difstand_Very standard across geographies,p_difstand_Very standard across geographies,t-test,-0.11591776217263099,,,0.23390557939914164,0.4237677692420381,-0.09507206311690351,0.30652503793626706,0.46140057420171116,0.06722849986718825
other,p_difstand_Mix of standard and custom,p_difstand_Mix of standard and custom,t-test,-0.09218277724192141,,,0.27682403433476394,0.44790960006424363,-0.07588945028484931,0.33687405159332323,0.4730004474866989,0.05366386014072805
other,p_difstand_Very flexible,p_difstand_Very flexible,t-test,-0.0753695662815305,,,0.06652360515021459,0.2494629424516843,-0.06152201357888507,0.09559939301972686,0.2942644176193151,0.043504185626343665
other,p_cont_investment_Not at all likely,p_cont_investment_Not at all likely,t-test,-0.030306210487118977,,,0.004291845493562232,0.06544169709220002,-0.024537570953319154,0.007587253414264037,0.0868396815586324,0.017351302070177137
other,p_cont_investment_Somewhat likely,p_cont_investment_Somewhat likely,t-test,0.13372852400997579,,,0.16952789699570817,0.37562076544719647,0.11229195800995019,0.1047040971168437,0.3064043291409552,-0.07940523889626223
other,p_cont_investment_Uncertain,p_cont_investment_Uncertain,t-test,0.15636166539956586,,,0.12446351931330472,0.3304643714787347,0.1323974938076486,0.06069802731411229,0.23895694982879764,-0.09362250700207016
other,p_cont_investment_Likely,p_cont_investment_Likely,t-test,-0.1019517037145699,,,0.4334763948497854,0.4960874191093621,-0.0842216196453299,0.5053110773899848,0.5003515651999878,0.059555803876667215
other,p_cont_investment_Very likely,p_cont_investment_Very likely,t-test,-0.08295977472553735,,,0.26824034334763946,0.44351954311123903,-0.06833398007607577,0.3216995447647951,0.46748323200243225,0.04832114524347679
other,p_finassessment_Yes,p_finassessment_Yes,t-test,-0.09588612742820792,,,0.851931330472103,0.35554973882669555,-0.08035741877569755,0.8968133535660091,0.3044335715006964,0.05682330371695754
other,p_finassessment_No,p_finassessment_No,t-test,0.09588612742820792,,,0.148068669527897,0.35554973882669555,0.0803574187756975,0.10318664643399089,0.3044335715006964,-0.05682330371695758
other,p_effectiveness_Very Effective,p_effectiveness_Very Effective,t-test,-0.44624187626471645,,,0.3605150214592275,0.4806659278360311,-0.3535544630408797,0.661608497723824,0.47352184819494075,0.2500096809970411
other,p_effectiveness_Moderately Effective,p_effectiveness_Moderately Effective,t-test,0.4339367028456907,,,0.628755364806867,0.48365694345233123,0.34486444706481223,0.3353566009104704,0.4724735903891098,-0.24386469246161224
other,p_effectiveness_Not Effective,p_effectiveness_Not Effective,t-test,0.06581822717073521,,,0.01072961373390558,0.10313736462289433,0.05729474324376796,0.0030349013657056147,0.05504806130645909,-0.040514947422755486
other,p_roi_No attempt to calculate,p_roi_No attempt to calculate,t-test,-0.017690745487419696,,,0.12660944206008584,0.33289231982553724,-0.014626666354538659,0.13505311077389984,0.34203990493370234,0.0103429840989605
other,p_roi_Not yet_ but intends to,p_roi_Not yet_ but intends to,t-test,0.02281001327185445,,,0.23819742489270387,0.42643832726561587,0.01893617755949967,0.22458270106221548,0.41762419706459564,-0.013390377454820666
other,p_roi_Tried to_ but unable,p_roi_Tried to_ but unable,t-test,0.01530556774109639,,,0.08798283261802575,0.28357435869441416,0.012719922834118708,0.0819423368740516,0.2744851876704056,-0.008994664705158287
other,p_roi_Negative ROI,p_roi_Negative ROI,t-test,0.027269910320501755,,,0.14377682403433475,0.35124036064437475,0.022676855948867716,0.13050075872534142,0.3371094154397751,-0.016035530913766936
other,p_roi_Positive ROI,p_roi_Positive ROI,t-test,-0.035112640826615346,,,0.4034334763948498,0.49111351738976033,-0.029071620406014756,0.4279210925644917,0.49515318297999245,0.020557473610322976
